from_node,to_node,hour,base_time,actual_time,delay
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
G,D,13,11,15.088930286035259,4.088930286035259
E,G,13,10,19.8014316711333,9.8014316711333
E,G,13,10,19.16193985572288,9.161939855722881
E,F,13,10,20.569887722364776,10.569887722364774
E,F,13,10,21.658665709218113,11.658665709218115
F,E,13,10,19.00277114739841,9.00277114739841
F,E,13,10,17.27404606927765,7.274046069277649
D,G,13,11,13.931743588256374,2.931743588256375
D,G,13,11,16.747690080863048,5.747690080863049
D,C,13,10,19.05532645293354,9.055326452933539
D,C,13,10,19.516169268949948,9.516169268949948
C,D,13,10,16.422281749453123,6.4222817494531235
C,D,13,10,15.561012664785656,5.561012664785656
G,E,13,10,21.24122436952426,11.24122436952426
G,E,13,10,19.117128436163224,9.117128436163224
G,D,13,11,13.720519559083009,2.720519559083008
